time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,前期测量基准重力：,-9.8242
0.022705,0.022704,-0.301644,0.057456,-9.822582,-9.82738,0.00426,-0.00426,0.00426,98076.88,32.72,-0.00318,,
0.090592,0.067888,-0.32319,0.028728,-9.834552,-9.839903,0.001065,-0.005325,0.00213,98068.59,32.73,-0.015703,,
0.157625,0.067033,-0.325584,0.019152,-9.8154,-9.820817,0.001065,-0.007455,0.00213,98072.74,32.74,0.003383,,
0.225455,0.06783,-0.29925,-0.014364,-9.892008,-9.896544,0.003195,-0.00213,0.00426,98060.31,32.75,-0.072344,,
0.296338,0.070883,-0.296856,0.019152,-9.889614,-9.894087,0.00213,-0.001065,0.00426,98060.31,32.74,-0.069887,,
0.369394,0.073057,-0.28728,0.016758,-9.860886,-9.865084,0.001065,-0.00213,-0.001065,98068.59,32.76,-0.040884,,
0.436727,0.067333,-0.392616,0.021546,-9.726822,-9.734766,0.001065,-0.00639,0.00213,98064.45,32.76,0.089434,,
0.504325,0.067598,-0.356706,0.021546,-9.664578,-9.671183,-0.001065,-0.00639,0.00426,98060.31,32.75,0.153017,,
0.571911,0.067586,-0.253764,0.038304,-9.832158,-9.835507,0.001065,-0.005325,0.00426,98072.74,32.75,-0.011307,,
0.641949,0.070038,-0.361494,-0.009576,-9.951858,-9.958426,0.001065,-0.00426,0,98068.59,32.75,-0.134226,,
0.716278,0.074329,-0.354312,0.002394,-9.872856,-9.879212,0.00213,-0.003195,0.003195,98060.31,32.75,-0.055012,,
0.787471,0.071193,-0.27531,0.033516,-9.710064,-9.714024,0.001065,-0.00639,0.005325,98060.31,32.76,0.110176,,
0.857548,0.070078,-0.33516,0.045486,-9.757944,-9.763804,0,-0.00639,0.003195,98076.88,32.75,0.060396,,
0.928539,0.070991,-0.33516,0.028728,-9.865674,-9.871407,0,-0.00639,0.005325,98060.31,32.74,-0.047207,,
0.995423,0.066884,-0.32319,0.019152,-9.901584,-9.906876,0.001065,-0.00426,0.003195,98064.45,32.75,-0.082676,,
1.062659,0.067236,-0.330372,0.05985,-9.834552,-9.840282,0.003195,-0.00639,0.00213,98064.45,32.76,-0.016082,,
1.129459,0.0668,-0.31122,0.050274,-9.777096,-9.782177,-0.001065,-0.00852,0.001065,98060.31,32.75,0.042023,,
1.196966,0.067508,-0.284886,0.014364,-9.784278,-9.788435,0.001065,-0.00213,0.003195,98072.74,32.75,0.035765,,
1.264915,0.067949,-0.349524,-0.007182,-9.85131,-9.857511,-0.001065,-0.005325,0.00213,98068.59,32.75,-0.033311,,
1.332065,0.06715,-0.356706,0.040698,-9.892008,-9.898521,0.001065,-0.009585,0.00426,98076.88,32.76,-0.074321,,
1.398829,0.066764,-0.306432,0.038304,-9.87525,-9.880077,0.001065,-0.003195,0.003195,98064.45,32.76,-0.055877,,
1.465586,0.066757,-0.316008,0.019152,-9.781884,-9.787006,0.001065,-0.007455,0.005325,98068.59,32.75,0.037194,,
1.533436,0.06785,-0.332766,0.01197,-9.796248,-9.801905,0.001065,-0.005325,0.003195,98064.45,32.76,0.022295,,
1.600382,0.066945,-0.301644,0.01197,-9.829764,-9.834398,0,-0.003195,0.005325,98072.74,32.76,-0.010198,,
1.668084,0.067702,-0.337554,0.040698,-9.89919,-9.905027,0.003195,-0.007455,0.001065,98076.88,32.75,-0.080827,,
1.735247,0.067163,-0.32319,0.052668,-9.829764,-9.835217,-0.00213,-0.007455,0.00213,98068.59,32.76,-0.011017,,
1.802086,0.066839,-0.29925,0.007182,-9.745974,-9.75057,0.00213,-0.007455,0.001065,98068.59,32.76,0.07363,,
1.869503,0.067417,-0.318402,0.04788,-9.784278,-9.789574,0,-0.005325,0.00213,98060.31,32.75,0.034626,,
1.936081,0.066578,-0.31122,0.043092,-9.860886,-9.86589,0.00213,-0.00426,0.00426,98072.74,32.75,-0.04169,,
2.002978,0.066897,-0.354312,0.026334,-9.892008,-9.898386,0.001065,-0.00852,0.001065,98068.59,32.75,-0.074186,,
2.070408,0.06743,-0.318402,0.014364,-9.8154,-9.820573,0.00213,-0.00639,0.00213,98068.59,32.76,0.003627,,
2.137507,0.067099,-0.296856,0.019152,-9.772308,-9.776835,0.00213,-0.005325,0.00213,98060.31,32.75,0.047365,,
2.204395,0.066888,-0.308826,-0.007182,-9.796248,-9.801117,0.00213,-0.00639,0.003195,98064.45,32.76,0.023083,,
2.271773,0.067378,-0.301644,0.01197,-9.872856,-9.87747,0,-0.00852,0.00213,98068.59,32.75,-0.05327,,
2.338997,0.067225,-0.320796,0.026334,-9.870462,-9.875709,0.001065,-0.007455,0.005325,98068.59,32.76,-0.051509,,
2.405551,0.066554,-0.34713,0.002394,-9.810612,-9.816752,0.003195,-0.00639,0.001065,98068.59,32.75,0.007448,,
2.472914,0.067363,-0.308826,0.014364,-9.76752,-9.772412,0,-0.007455,0.00639,98060.31,32.75,0.051788,,
2.540263,0.067349,-0.306432,0.026334,-9.769914,-9.774754,0,-0.007455,0.003195,98060.31,32.75,0.049446,,
2.607277,0.067014,-0.41895,0.031122,-9.75555,-9.764591,0.001065,-0.00852,0.003195,98064.45,32.76,0.059609,,
2.674226,0.066949,-0.234612,0.021546,-10.045224,-10.047986,0.001065,-0.003195,0.003195,98072.74,32.76,-0.223786,,
2.741365,0.067139,-0.268128,0.052668,-9.961434,-9.965181,0.003195,-0.00852,0.001065,98068.59,32.75,-0.140981,,
2.808157,0.066792,-0.308826,0,-9.705276,-9.710188,-0.001065,-0.00426,0.00213,98072.74,32.75,0.114012,,
2.875277,0.06712,-0.366282,-0.007182,-9.724428,-9.731326,0.00213,-0.007455,0.00426,98064.45,32.76,0.092874,,
2.942746,0.067469,-0.304038,0.112518,-9.836946,-9.842287,0.001065,-0.00213,0.00213,98072.74,32.76,-0.018087,,
3.010245,0.067499,-0.327978,0.088578,-9.882432,-9.88827,0.00213,-0.005325,0.00213,98068.59,32.76,-0.06407,,
3.076964,0.066719,-0.349524,0.01197,-9.92313,-9.929291,0,-0.00639,-0.00426,98068.59,32.74,-0.105091,,
3.143385,0.066421,-0.21546,-0.04788,-9.817794,-9.820275,0,-0.00426,0.00213,98072.74,32.75,0.003925,,
3.212084,0.068699,-0.366282,-0.03591,-9.781884,-9.788805,0.003195,-0.007455,0.003195,98068.59,32.75,0.035395,,
3.284538,0.072454,-0.354312,0.110124,-9.789066,-9.796095,0.001065,-0.007455,0.00639,98064.45,32.75,0.028105,,
3.357086,0.072548,-0.32319,0.069426,-9.903978,-9.909493,0,-0.00639,0.00213,98076.88,32.75,-0.085293,,
3.427732,0.070646,-0.29925,0,-9.88722,-9.891748,0.003195,-0.00852,0.001065,98060.31,32.75,-0.067548,,
3.501814,0.074082,-0.277704,-0.026334,-9.726822,-9.730821,-0.001065,-0.00639,0.005325,98052.02,32.74,0.093379,,
3.568919,0.067106,-0.294462,0.043092,-9.760338,-9.764874,0,-0.00639,0.005325,98072.74,32.74,0.059326,,
3.636045,0.067126,-0.29925,0.07182,-9.892008,-9.896794,0.00213,-0.00852,0.00213,98064.45,32.74,-0.072594,,
3.703211,0.067166,-0.366282,0.007182,-9.956646,-9.963384,0.001065,-0.007455,0,98060.31,32.75,-0.139184,,
3.770055,0.066844,-0.37107,-0.004788,-9.844128,-9.85112,-0.001065,-0.00639,0.00213,98076.88,32.74,-0.02692,,
3.837501,0.067446,-0.237006,0.038304,-9.67176,-9.674739,0.00213,-0.00639,0.001065,98068.59,32.74,0.149461,,
3.904225,0.066724,-0.28728,0.014364,-9.750762,-9.755004,0.00213,-0.005325,0.003195,98068.59,32.75,0.069196,,
3.971527,0.067302,-0.337554,0.055062,-9.918342,-9.924237,0.001065,-0.00639,0.003195,98068.59,32.75,-0.100037,,
4.038222,0.066695,-0.363888,0.021546,-9.956646,-9.963317,0.003195,-0.005325,0.001065,98060.31,32.76,-0.139117,,
4.105563,0.067341,-0.29925,0.016758,-9.810612,-9.815189,0.001065,-0.005325,0.003195,98072.74,32.75,0.009011,,
4.173178,0.067615,-0.32319,0.02394,-9.748368,-9.753753,0.00213,-0.00426,0.003195,98064.45,32.74,0.070447,,
4.243693,0.070515,-0.34713,0.02394,-9.76752,-9.773716,0,-0.005325,0.001065,98064.45,32.74,0.050484,,
4.313155,0.069462,-0.284886,0.057456,-9.889614,-9.893883,0,-0.005325,0.003195,98068.59,32.75,-0.069683,,
4.384605,0.07145,-0.33516,0.019152,-9.918342,-9.924022,0.003195,-0.00426,0.003195,98068.59,32.75,-0.099822,,
4.452247,0.067642,-0.375858,0.033516,-9.80343,-9.81069,0.00213,-0.00639,0.00213,98064.45,32.74,0.01351,,
4.51922,0.066974,-0.320796,0.045486,-9.76752,-9.772892,0.003195,-0.00639,0.005325,98068.59,32.75,0.051308,,
4.586222,0.067002,-0.301644,0.026334,-9.817794,-9.822462,0.00426,-0.007455,0.00213,98068.59,32.75,0.001738,,
4.653565,0.067343,-0.318402,0.021546,-9.844128,-9.849299,0.00213,-0.005325,0,98064.45,32.74,-0.025099,,
4.720792,0.067227,-0.32319,0.031122,-9.841734,-9.847088,0.001065,-0.007455,0.00426,98064.45,32.75,-0.022888,,
4.787772,0.066979,-0.272916,0.007182,-9.877644,-9.881416,0.00213,-0.00639,0.003195,98068.59,32.75,-0.057216,,
4.854786,0.067014,-0.301644,0.01197,-9.853704,-9.858327,0.00213,-0.007455,0.001065,98076.88,32.74,-0.034127,,
4.921626,0.06684,-0.320796,0.019152,-9.781884,-9.787162,0.001065,-0.007455,0.005325,98064.45,32.76,0.037038,,
4.989055,0.067429,-0.33516,0.03591,-9.753156,-9.758979,0,-0.00426,0.001065,98068.59,32.75,0.065221,,
5.056292,0.067237,-0.325584,0.045486,-9.82737,-9.832867,0,-0.00426,0.003195,98068.59,32.75,-0.008667,,
5.123484,0.067192,-0.344736,0.03591,-9.92313,-9.929181,0.00213,-0.005325,0.003195,98068.59,32.74,-0.104981,,
5.190569,0.067085,-0.318402,0.021546,-9.829764,-9.834943,0.00213,-0.00426,0.00213,98072.74,32.75,-0.010743,,
5.25759,0.067021,-0.306432,0,-9.813006,-9.817789,0,-0.00639,0.005325,98072.74,32.74,0.006411,,
5.324893,0.067303,-0.33516,0.028728,-9.813006,-9.81877,0,-0.003195,0.00213,98068.59,32.75,0.00543,,
5.39196,0.067067,-0.34713,0.05985,-9.832158,-9.838466,0.001065,-0.00426,0.005325,98072.74,32.75,-0.014266,,
5.458963,0.067003,-0.342342,0.04788,-9.872856,-9.878906,-0.001065,-0.00426,0.001065,98068.59,32.76,-0.054706,,
5.526189,0.067225,-0.306432,0.016758,-9.856098,-9.860875,0.001065,-0.00426,0.001065,98076.88,32.75,-0.036675,,
5.593039,0.06685,-0.296856,-0.016758,-9.810612,-9.815117,0.00213,-0.009585,0.003195,98068.59,32.75,0.009083,,
5.660223,0.067183,-0.301644,0.038304,-9.793854,-9.798573,0.00213,-0.00852,0.00213,98072.74,32.75,0.025627,,
5.727105,0.066883,-0.301644,0.055062,-9.834552,-9.839331,-0.001065,-0.00213,0.003195,98060.31,32.75,-0.015131,,
5.795758,0.068653,-0.337554,0,-9.860886,-9.866662,0.00213,-0.00426,0.00213,98076.88,32.74,-0.042462,,
5.872763,0.077005,-0.426132,-0.014364,-9.70767,-9.717029,0.001065,-0.011715,0.00426,98068.59,32.74,0.107171,,
5.939963,0.0672,-0.304038,-0.004788,-9.73161,-9.736359,0.00213,-0.00639,0.001065,98068.59,32.74,0.087841,,
6.007538,0.067575,-0.158004,0.081396,-10.04283,-10.044403,0,-0.003195,0.003195,98068.59,32.74,-0.220203,,
6.074492,0.066954,-0.306432,0.004788,-10.045224,-10.049898,0.001065,-0.005325,0.005325,98060.31,32.75,-0.225698,,
6.141366,0.066874,-0.397404,-0.050274,-9.745974,-9.754203,0.00213,-0.00639,0.003195,98064.45,32.76,0.069997,,
6.208736,0.06737,-0.325584,0.04788,-9.59994,-9.605579,0.001065,-0.00213,0.00426,98076.88,32.75,0.218621,,
6.27609,0.067354,-0.344736,0.079002,-9.813006,-9.819377,0,-0.00213,0.00213,98072.74,32.75,0.004823,,
6.343443,0.067353,-0.27531,0.050274,-9.973404,-9.97733,0,-0.00639,-0.001065,98072.74,32.75,-0.15313,,
6.410481,0.067038,-0.356706,-0.019152,-9.846522,-9.853,-0.001065,-0.00852,0.00426,98060.31,32.74,-0.0288,,
6.477241,0.066759,-0.423738,0.03591,-9.975798,-9.984858,0.00213,-0.007455,0.00639,98068.59,32.74,-0.160658,,
6.544027,0.066787,-0.229824,0.055062,-9.71964,-9.722513,0,-0.00426,0.003195,98072.74,32.75,0.101687,,
6.611001,0.066973,-0.26334,0.009576,-9.705276,-9.708853,0.003195,-0.005325,0,98072.74,32.75,0.115347,,
6.677483,0.066483,-0.387828,-0.016758,-9.872856,-9.880485,-0.001065,-0.00426,0.001065,98068.59,32.75,-0.056285,,
6.744424,0.06694,-0.332766,0,-9.925524,-9.931101,0.00213,-0.003195,0.00213,98068.59,32.74,-0.106901,,
6.811657,0.067233,-0.27531,0.045486,-9.85131,-9.855261,0.00213,-0.007455,0.00426,98068.59,32.76,-0.031061,,
6.878968,0.067311,-0.313614,0.050274,-9.80343,-9.808574,0.00426,-0.00639,0.00213,98068.59,32.74,0.015626,,
6.946,0.067032,-0.339948,-0.01197,-9.73161,-9.737553,0,-0.005325,0.003195,98072.74,32.75,0.086647,,
7.013505,0.067504,-0.301644,0.069426,-9.652608,-9.65757,0.001065,-0.00852,0.00426,98072.74,32.75,0.16663,,
7.081341,0.067836,-0.189126,0.014364,-9.94707,-9.948878,0,-0.00213,0.001065,98068.59,32.74,-0.124678,,
7.147806,0.066465,-0.246582,-0.052668,-10.06677,-10.069927,0.001065,-0.005325,0.001065,98076.88,32.75,-0.245727,,
7.215181,0.067375,-0.351918,0.004788,-9.918342,-9.924584,0.00213,-0.00852,0.00213,98064.45,32.76,-0.100384,,
7.28286,0.067679,-0.316008,0.04788,-9.626274,-9.631579,0.001065,-0.00639,0.00426,98072.74,32.75,0.192621,,
7.349482,0.066622,-0.28728,0.074214,-9.607122,-9.611703,0,-0.00639,0.00213,98072.74,32.75,0.212497,,
7.415908,0.066426,-0.404586,0.031122,-9.925524,-9.933815,0.001065,-0.00426,0,98060.31,32.74,-0.109615,,
7.482827,0.066919,-0.256158,-0.043092,-9.987768,-9.991145,0.00213,-0.003195,0.001065,98068.59,32.75,-0.166945,,
7.54949,0.066663,-0.282492,0.07182,-10.021284,-10.025522,0.00426,-0.00639,0.007455,98068.59,32.75,-0.201322,,
7.616356,0.066866,-0.327978,0.033516,-9.76752,-9.773082,0,-0.005325,0.003195,98076.88,32.74,0.051118,,
7.682721,0.066365,-0.272916,-0.004788,-9.657396,-9.661253,0.00213,-0.007455,-0.001065,98068.59,32.74,0.162947,,
7.749999,0.067278,-0.229824,0.038304,-9.80343,-9.806198,-0.00213,-0.003195,0.00426,98076.88,32.74,0.018002,,
7.816729,0.066731,-0.387828,0.004788,-9.86328,-9.870903,0,-0.005325,0.00213,98072.74,32.74,-0.046703,,
7.884005,0.067275,-0.316008,-0.019152,-9.89919,-9.904251,0,-0.003195,0.001065,98068.59,32.75,-0.080051,,
7.951737,0.067733,-0.277704,0.088578,-9.918342,-9.922624,0.001065,-0.00639,0.00426,98072.74,32.74,-0.098424,,
8.019042,0.067304,-0.390222,0.019152,-9.760338,-9.768154,0,-0.009585,0.003195,98085.16,32.74,0.056046,,
8.086619,0.067577,-0.316008,-0.009576,-9.74358,-9.748708,0.00213,-0.00426,0.00213,98072.74,32.74,0.075492,,
8.154111,0.067493,-0.337554,0.100548,-9.798642,-9.80497,0.001065,-0.003195,0.00213,98068.59,32.74,0.01923,,
8.221522,0.067411,-0.292068,0.028728,-10.014102,-10.018401,0,-0.00426,0.003195,98076.88,32.74,-0.194201,,
8.28956,0.068038,-0.296856,0.01197,-9.925524,-9.929969,0.00213,-0.00852,0.00213,98064.45,32.75,-0.105769,,
8.356817,0.067256,-0.351918,0.007182,-9.71964,-9.726011,0.001065,-0.007455,0.00426,98064.45,32.74,0.098189,,
8.427191,0.070374,-0.325584,0.057456,-9.662184,-9.667839,-0.001065,-0.007455,0.005325,98068.59,32.74,0.156361,,
8.500976,0.073786,-0.301644,0.040698,-9.832158,-9.836868,0.001065,-0.00426,0.003195,98076.88,32.75,-0.012668,,
8.567954,0.066978,-0.397404,0.028728,-9.944676,-9.952655,0.00213,-0.00852,0.003195,98076.88,32.74,-0.128455,,
8.638989,0.071035,-0.332766,0.02394,-9.97101,-9.97659,0.001065,-0.00639,0.00213,98068.59,32.74,-0.15239,,
8.707941,0.068952,-0.258552,0.031122,-9.753156,-9.756632,0.003195,-0.00426,0.00213,98081.02,32.75,0.067568,,
8.779695,0.071754,-0.31122,0.002394,-9.662184,-9.667195,0.00213,-0.00639,0.003195,98072.74,32.74,0.157005,,
8.847695,0.067999,-0.368676,0.016758,-9.829764,-9.83669,0.00213,-0.00639,0.00426,98072.74,32.74,-0.01249,,
8.915006,0.067311,-0.349524,0.050274,-9.932706,-9.938981,0.00213,-0.00426,0.001065,98068.59,32.74,-0.114781,,
8.982303,0.067297,-0.280098,0.050274,-9.94707,-9.95114,0,-0.00426,0.003195,98072.74,32.74,-0.12694,,
9.049274,0.066971,-0.313614,-0.007182,-9.777096,-9.782127,0.00426,-0.007455,0.00639,98072.74,32.74,0.042073,,
9.116378,0.067105,-0.318402,0.007182,-9.734004,-9.739213,0.001065,-0.00426,0.00213,98072.74,32.75,0.084987,,
9.183663,0.067285,-0.32319,0.057456,-9.77949,-9.784998,0.001065,-0.00213,0.003195,98072.74,32.75,0.039202,,
9.251457,0.067793,-0.337554,0.052668,-9.896796,-9.902691,0.003195,-0.007455,0,98076.88,32.74,-0.078491,,
9.318452,0.066995,-0.332766,0.021546,-9.892008,-9.897627,0,-0.00426,0.001065,98076.88,32.75,-0.073427,,
9.385576,0.067124,-0.296856,0.019152,-9.824976,-9.829478,0.003195,-0.00426,0.00426,98060.31,32.74,-0.005278,,
9.452813,0.067237,-0.292068,-0.002394,-9.726822,-9.731206,0.00213,-0.007455,0.005325,98068.59,32.74,0.092994,,
9.519362,0.066549,-0.325584,0.028728,-9.757944,-9.763416,0.001065,-0.00426,0.005325,98076.88,32.74,0.060784,,
9.586617,0.067255,-0.33516,0.038304,-9.868068,-9.873832,0.00213,-0.00852,0,98072.74,32.75,-0.049632,,
9.653449,0.066831,-0.330372,0.038304,-9.942282,-9.947843,0,-0.00852,0.003195,98076.88,32.74,-0.123643,,
9.720822,0.067374,-0.306432,-0.002394,-9.85131,-9.856075,0.001065,-0.00852,0.001065,98068.59,32.75,-0.031875,,
9.788125,0.067302,-0.265734,0.019152,-9.76752,-9.771153,0.00426,-0.00639,0.005325,98068.59,32.74,0.053047,,
9.855382,0.067258,-0.306432,0.050274,-9.745974,-9.75092,0.001065,-0.00426,0.003195,98072.74,32.73,0.07328,,
9.922084,0.066701,-0.306432,0,-9.889614,-9.89436,0.001065,-0.00639,0.003195,98076.88,32.74,-0.07016,,
9.988975,0.066891,-0.337554,0.03591,-9.906372,-9.912186,0.001065,-0.00426,0.001065,98068.59,32.73,-0.087986,,
10.055882,0.066907,-0.282492,0.05985,-9.844128,-9.848362,0.001065,-0.00426,0.00213,98072.74,32.74,-0.024162,,
10.123233,0.067352,-0.29925,0.01197,-9.77949,-9.784075,0.00213,-0.007455,0.00426,98076.88,32.73,0.040125,,
10.189933,0.066699,-0.337554,-0.002394,-9.781884,-9.787707,0.003195,-0.003195,0.005325,98076.88,32.74,0.036493,,
10.25677,0.066838,-0.339948,0.057456,-9.858492,-9.864519,0.001065,-0.007455,0.00213,98068.59,32.74,-0.040319,,
10.324512,0.067741,-0.308826,0.03591,-9.877644,-9.882536,0.001065,-0.00426,0.001065,98068.59,32.74,-0.058336,,
10.392087,0.067575,-0.308826,0.009576,-9.848916,-9.853761,0.001065,-0.00426,0.003195,98068.59,32.74,-0.029561,,
10.459341,0.067254,-0.33516,0.007182,-9.820188,-9.825908,0.001065,-0.00426,0.00426,98060.31,32.75,-0.001708,,
10.526316,0.066976,-0.306432,0.057456,-9.79146,-9.796422,0.001065,-0.005325,0.003195,98072.74,32.74,0.027778,,
10.593498,0.067182,-0.304038,0.021546,-9.820188,-9.824917,0.00213,-0.003195,0.00213,98068.59,32.74,-0.000717,,
10.660826,0.067327,-0.337554,0.016758,-9.865674,-9.871461,0.003195,-0.005325,0.00213,98072.74,32.74,-0.047261,,
10.727866,0.06704,-0.320796,0.014364,-9.82737,-9.832615,0.003195,-0.007455,0,98072.74,32.74,-0.008415,,
10.794739,0.066873,-0.292068,0.038304,-9.817794,-9.822212,-0.001065,-0.00639,0.003195,98068.59,32.74,0.001988,,
10.861703,0.066964,-0.280098,0.067032,-9.8154,-9.819625,0.00213,-0.00426,-0.001065,98068.59,32.74,0.004575,,
10.928491,0.066788,-0.344736,0.002394,-9.817794,-9.823845,0.001065,-0.007455,0.00426,98076.88,32.74,0.000355,,
10.995617,0.067126,-0.339948,-0.002394,-9.856098,-9.861959,0.001065,-0.00639,0.003195,98076.88,32.74,-0.037759,,
11.062757,0.06714,-0.318402,0.04788,-9.846522,-9.851785,-0.001065,-0.00426,0.003195,98068.59,32.74,-0.027585,,
11.130189,0.067433,-0.337554,-0.002394,-9.820188,-9.825988,0.00213,-0.01065,0.003195,98072.74,32.74,-0.001788,,
11.196841,0.066652,-0.344736,0.02394,-9.793854,-9.799949,0.001065,-0.00426,0,98064.45,32.74,0.024251,,
11.264072,0.067231,-0.306432,0.033516,-9.83934,-9.844168,0,-0.00213,0,98081.02,32.74,-0.019968,,
11.331784,0.067712,-0.325584,0.004788,-9.848916,-9.854297,0.00213,-0.009585,0.00426,98072.74,32.74,-0.030097,,
11.398753,0.06697,-0.31122,0.026334,-9.817794,-9.822761,0.001065,-0.00426,0.001065,98072.74,32.74,0.001439,,
11.465579,0.066825,-0.29925,0.01197,-9.808218,-9.812789,0.00213,-0.003195,0.001065,98068.59,32.74,0.011411,,
11.533274,0.067696,-0.31122,0.002394,-9.805824,-9.810762,0,-0.007455,0.003195,98064.45,32.74,0.013438,,
11.600198,0.066924,-0.306432,0.019152,-9.8154,-9.820201,0.001065,-0.005325,0.00213,98076.88,32.74,0.003999,,
11.666844,0.066646,-0.31122,0.02394,-9.85131,-9.856254,0,-0.00426,0.001065,98072.74,32.74,-0.032054,,
11.734444,0.0676,-0.342342,0.028728,-9.817794,-9.823803,0.001065,-0.007455,0.005325,98064.45,32.74,0.000397,,
11.801595,0.067152,-0.282492,0.043092,-9.834552,-9.838703,0.001065,-0.003195,0.005325,98081.02,32.74,-0.014503,,
11.868818,0.067223,-0.356706,0.014364,-9.813006,-9.819498,0.00213,-0.00639,0.00426,98068.59,32.74,0.004702,,
11.935743,0.066925,-0.308826,0.026334,-9.824976,-9.829864,0.00426,-0.005325,0.00213,98076.88,32.73,-0.005664,,
12.002455,0.066712,-0.301644,0.01197,-9.8154,-9.820041,0.00213,-0.00426,0.003195,98068.59,32.74,0.004159,,
12.06962,0.067165,-0.304038,0.043092,-9.844128,-9.848916,0.001065,-0.00639,0.003195,98085.16,32.74,-0.024716,,
12.136838,0.067218,-0.304038,0.038304,-9.805824,-9.810611,-0.001065,-0.003195,0.00426,98072.74,32.74,0.013589,,
12.203888,0.06705,-0.308826,0.014364,-9.8154,-9.820268,0.001065,-0.00426,0.00426,98064.45,32.74,0.003932,,
12.27155,0.067662,-0.327978,0.043092,-9.82737,-9.832936,-0.00213,-0.00639,0.003195,98076.88,32.74,-0.008736,,
12.338698,0.067148,-0.260946,0.026334,-9.853704,-9.857194,0.001065,-0.003195,0.001065,98072.74,32.74,-0.032994,,
12.408838,0.07014,-0.327978,0.007182,-9.83934,-9.844807,0,-0.005325,0.003195,98076.88,32.73,-0.020607,,
12.483536,0.074698,-0.332766,0.040698,-9.860886,-9.866583,0.003195,-0.007455,0.005325,98076.88,32.73,-0.042383,,
12.55097,0.067434,-0.234612,0.016758,-9.817794,-9.820611,0.00213,-0.00639,0.00213,98076.88,32.74,0.003589,,
12.620544,0.069574,-0.414162,0.021546,-9.834552,-9.843293,0.001065,-0.00426,0.001065,98076.88,32.74,-0.019093,,
12.694868,0.074325,-0.284886,0.03591,-9.829764,-9.833957,-0.001065,-0.003195,0.003195,98068.59,32.74,-0.009757,,
12.762847,0.067979,-0.28728,0.04788,-9.829764,-9.834078,-0.001065,-0.00639,0,98068.59,32.74,-0.009878,,
12.830154,0.067306,-0.308826,0.014364,-9.848916,-9.853767,0.001065,-0.007455,0.003195,98072.74,32.73,-0.029567,,
12.897717,0.067563,-0.349524,0.021546,-9.813006,-9.819252,0.00426,-0.005325,0.00426,98064.45,32.73,0.004948,,
12.964794,0.067077,-0.280098,0.064638,-9.836946,-9.841145,0.001065,-0.00213,0.003195,98072.74,32.74,-0.016945,,
13.031522,0.066728,-0.332766,-0.007182,-9.8154,-9.821042,-0.001065,-0.00852,0.001065,98068.59,32.75,0.003158,,
13.098272,0.06675,-0.34713,0.01197,-9.822582,-9.828721,0.001065,-0.005325,0.00213,98060.31,32.74,-0.004521,,
13.164939,0.066667,-0.289674,0.04788,-9.822582,-9.826969,0.00213,-0.00426,0.00426,98064.45,32.74,-0.002769,,
13.232322,0.067383,-0.306432,0.064638,-9.846522,-9.851501,0.001065,-0.007455,0.00426,98064.45,32.74,-0.027301,,
13.298987,0.066665,-0.327978,0.050274,-9.83934,-9.844933,0.001065,-0.00213,0.00213,98068.59,32.73,-0.020733,,
13.365482,0.066495,-0.306432,0.016758,-9.83934,-9.844125,0.001065,-0.00639,0.00639,98072.74,32.74,-0.019925,,
13.432856,0.067374,-0.327978,0.038304,-9.8154,-9.820953,0,-0.005325,0.003195,98068.59,32.75,0.003247,,
13.500079,0.067223,-0.306432,0.040698,-9.841734,-9.846587,0.001065,-0.00426,0.001065,98076.88,32.73,-0.022387,,
13.567256,0.067177,-0.289674,-0.002394,-9.834552,-9.838817,0.001065,-0.00639,0.003195,98064.45,32.74,-0.014617,,
13.634472,0.067216,-0.332766,0.040698,-9.83934,-9.84505,0,-0.003195,0.00426,98068.59,32.73,-0.02085,,
13.70147,0.066998,-0.316008,0.031122,-9.769914,-9.775073,0.003195,-0.009585,0.00426,98060.31,32.74,0.049127,,
13.769567,0.068097,-0.308826,0.026334,-9.808218,-9.813114,0.003195,-0.003195,0.003195,98064.45,32.74,0.011086,,
13.840061,0.070495,-0.284886,0.045486,-9.87525,-9.879463,0,-0.00426,0,98068.59,32.73,-0.055263,,
13.918418,0.078357,-0.306432,0.026334,-9.92313,-9.927895,0.001065,-0.00426,0.00213,98072.74,32.73,-0.103695,,
13.989026,0.070608,-0.332766,-0.002394,-9.894402,-9.899996,0.00213,-0.00639,0.003195,98076.88,32.74,-0.075796,,
14.060414,0.071389,-0.33516,0.016758,-9.877644,-9.883343,0.00213,-0.007455,0.00426,98068.59,32.74,-0.059143,,
14.128053,0.067639,-0.306432,0.038304,-9.990162,-9.994934,0.001065,-0.005325,0.003195,98076.88,32.73,-0.170734,,
14.197752,0.069699,-0.320796,0.04788,-10.061982,-10.067208,-0.001065,-0.003195,0.003195,98068.59,32.74,-0.243008,,
14.268234,0.070483,-0.327978,0.007182,-10.09071,-10.096041,0,-0.00639,0.003195,98064.45,32.73,-0.271841,,
14.338396,0.070162,-0.33516,0,-10.083528,-10.089097,0.00213,-0.00639,0.00213,98068.59,32.73,-0.264897,,
14.406553,0.068157,-0.33516,0.002394,-10.129014,-10.134558,0.001065,-0.00639,0.003195,98068.59,32.73,-0.310358,,
14.47362,0.067067,-0.306432,0.050274,-10.157742,-10.162487,0.001065,-0.00639,0.003195,98068.59,32.73,-0.338287,,
