Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),ag,,9.849606
0.7064732,-0.065204,9.866206,-0.156132,9.867657,90.906601,90.378654,0.018051,,
0.7089266,-0.034098,9.866206,-0.16331,9.867617,90.948296,90.198013,0.018011,,
0.7113797,-0.026919,9.842278,-0.168096,9.84375,90.978455,90.156708,-0.005856,,
0.7138326,-0.041276,9.866206,-0.110668,9.866913,90.642647,90.2397,0.017307,,
0.7162856,-0.038883,9.873384,-0.136989,9.874412,90.794899,90.225639,0.024806,,
0.7187388,-0.067597,9.856635,-0.115454,9.857543,90.671074,90.392929,0.007937,,
0.721192,-0.058026,9.84467,-0.14656,9.845932,90.852898,90.337708,-0.003674,,
0.7236452,-0.062812,9.847063,-0.120239,9.847998,90.69957,90.365471,-0.001608,,
0.7260986,-0.041276,9.880563,-0.14656,9.881736,90.849808,90.239349,0.03213,,
0.7285514,-0.034098,9.849456,-0.139382,9.850501,90.810745,90.198349,0.000895,,
0.7310041,-0.046062,9.861421,-0.122632,9.86229,90.712463,90.267624,0.012684,,
0.7334567,-0.046062,9.87817,-0.158524,9.879549,90.919388,90.267166,0.029943,,
0.7359101,-0.041276,9.861421,-0.136989,9.862458,90.79586,90.239815,0.012852,,
0.7383632,-0.043669,9.851849,-0.156132,9.853183,90.907936,90.253967,0.003577,,
0.7408166,-0.06999,9.87817,-0.132203,9.879302,90.766747,90.405952,0.029696,,
0.7432705,-0.031705,9.84467,-0.098704,9.845217,90.574432,90.184525,-0.004389,,
0.7457234,-0.031705,9.837492,-0.091525,9.837969,90.533051,90.184654,-0.011637,,
0.7481766,-0.072383,9.84467,-0.079561,9.845258,90.46302,90.421257,-0.004348,,
0.7506301,-0.072383,9.863813,-0.072383,9.864345,90.420433,90.420441,0.014739,,
0.7530834,-0.067597,9.847063,-0.034098,9.847354,90.198395,90.393311,-0.002252,,
0.7555363,-0.062812,9.859028,-0.084347,9.859589,90.490158,90.365028,0.009983,,
0.7579889,-0.065204,9.870992,-0.084347,9.871568,90.489563,90.378471,0.021962,,
0.7604421,-0.046062,9.839885,-0.113061,9.840642,90.658295,90.268204,-0.008964,,
0.7628947,-0.05324,9.859028,-0.134596,9.860091,90.78215,90.309402,0.010485,,
0.7653479,-0.060419,9.875777,-0.091525,9.876386,90.530975,90.350525,0.02678,,
0.7678012,-0.046062,9.861421,-0.08674,9.86191,90.503944,90.267624,0.012304,,
0.7702545,-0.065204,9.839885,-0.10349,9.840645,90.602562,90.379669,-0.008961,,
0.7727073,-0.034098,9.873384,-0.110668,9.874063,90.642181,90.197868,0.024457,,
0.7751603,0.571286,10.579268,0.001795,10.594681,89.990295,86.908997,0.745075,,
0.7776138,3.1005,12.924233,0.659821,13.307302,87.157913,76.509781,3.457696,,
0.7800673,2.258226,11.586645,1.140778,11.859651,84.480194,78.971359,2.010045,,
0.782521,-2.8672,8.011768,0.293719,8.514431,88.023094,109.690941,-1.335175,,
0.7849749,-2.917449,6.777072,-1.606182,7.551161,102.281013,113.291306,-2.298445,,
0.7874287,-1.015155,8.976076,-2.355136,9.335263,104.612701,96.452484,-0.514343,,
0.7898818,0.346361,10.000204,-0.412164,10.014686,92.358727,88.016327,0.16508,,
0.7923347,0.011366,9.894919,1.368096,9.989057,82.128052,89.934189,0.139451,,
0.7947879,0.054437,9.894919,0.288933,9.899286,88.327454,89.684792,0.04968,,
0.7972409,-0.017348,9.981061,-0.795015,10.012689,94.554123,90.099586,0.163083,,
0.7996941,0.008973,9.978668,-0.531805,9.992833,93.050644,89.948479,0.143227,,
0.8021467,0.322433,10.210773,0.229113,10.218431,88.715233,88.19133,0.368825,,
0.8045996,0.394218,10.294521,0.267398,10.305536,88.513176,87.806992,0.45593,,
0.8070524,-0.127418,9.835099,-0.079561,9.836246,90.463448,90.742249,-0.01336,,
0.8095057,-0.768694,9.25125,-0.318844,9.288605,91.96714,94.749847,-0.561001,,
0.8119588,-0.627518,9.270393,-0.629911,9.312935,93.878349,93.872475,-0.536671,,
0.8144115,0.00658,9.87817,-0.433699,9.887689,92.513947,89.96183,0.038083,,
0.816864,-0.084347,9.820743,0.183649,9.822822,88.928726,90.492081,-0.026784,,
0.8193168,-0.05324,9.837492,0.181256,9.839306,88.944458,90.310081,-0.0103,,
0.8217699,-0.098704,9.832706,-0.211167,9.835469,91.230232,90.575134,-0.014137,,
0.8242234,-0.093918,9.84467,-0.352343,9.851421,92.04966,90.546585,0.001815,,
0.8266768,-0.065204,9.837492,-0.14656,9.838799,90.853516,90.379761,-0.010807,,
0.8291299,-0.060419,9.830314,0.001795,9.8305,89.98954,90.352142,-0.019106,,
0.8315835,-0.055633,9.847063,-0.096311,9.847692,90.560364,90.3237,-0.001914,,
0.8340362,-0.060419,9.827921,-0.211167,9.830375,91.230865,90.352234,-0.019231,,
0.8364891,-0.08674,9.803992,-0.254237,9.807672,91.485405,90.506905,-0.041934,,
0.8389423,-0.084347,9.825528,-0.115454,9.826569,90.673195,90.491844,-0.023037,,
0.8413954,-0.067597,9.849456,-0.026919,9.849725,90.156586,90.393219,0.000119,,
0.8438489,-0.077169,9.842278,-0.065204,9.842796,90.379562,90.449219,-0.00681,,
0.846302,-0.093918,9.842278,-0.144168,9.843781,90.839157,90.546722,-0.005825,,
0.8487551,-0.089133,9.820743,-0.14656,9.82224,90.854958,90.519997,-0.027366,,
0.8512086,-0.060419,9.813564,-0.101097,9.814271,90.590218,90.352745,-0.035335,,
0.8536618,-0.08674,9.813564,-0.089133,9.814352,90.520363,90.506409,-0.035254,,
0.8561153,-0.089133,9.839885,-0.117847,9.840994,90.686134,90.51899,-0.008612,,
0.8585685,-0.110668,9.84467,-0.182453,9.846983,91.061684,90.644058,-0.002623,,
0.8610219,-0.079561,9.854242,-0.182453,9.856253,91.060684,90.462585,0.006647,,
0.8634753,-0.06999,9.81835,-0.065204,9.818815,90.380493,90.408424,-0.030791,,
0.8659285,-0.084347,9.806385,-0.055633,9.806906,90.325035,90.492805,-0.0427,,
0.8683811,-0.091525,9.806385,-0.093918,9.807261,90.548698,90.534737,-0.042345,,
0.8708342,-0.089133,9.830314,-0.16331,9.832074,90.951721,90.519493,-0.017532,,
0.8732877,-0.060419,9.842278,-0.182453,9.844153,91.061989,90.351715,-0.005453,,
0.8757409,-0.081954,9.830314,-0.144168,9.831713,90.840187,90.477654,-0.017893,,
0.878194,-0.038883,9.825528,-0.108275,9.826201,90.631355,90.226738,-0.023405,,
0.8806471,-0.067597,9.825528,-0.117847,9.826468,90.687149,90.394173,-0.023138,,
0.8831005,-0.074776,9.835099,-0.139382,9.836371,90.811913,90.435608,-0.013235,,
0.885554,-0.05324,9.859028,-0.136989,9.860124,90.796051,90.309402,0.010518,,
0.8880068,-0.034098,9.839885,-0.14656,9.841035,90.853325,90.198547,-0.008571,,
0.89046,-0.091525,9.823135,-0.125025,9.824357,90.729164,90.533829,-0.025249,,
0.8929131,-0.055633,9.830314,-0.120239,9.831206,90.700768,90.324249,-0.0184,,
0.8953665,-0.077169,9.842278,-0.151346,9.843743,90.880951,90.449219,-0.005863,,
0.8978201,-0.077169,9.851849,-0.158524,9.853426,90.921829,90.448784,0.00382,,
0.9002736,-0.06999,9.835099,-0.158524,9.836626,90.923401,90.40773,-0.01298,,
0.9027269,-0.096311,9.823135,-0.127418,9.824434,90.743118,90.561737,-0.025172,,
0.9051803,-0.062812,9.839885,-0.122632,9.840849,90.714012,90.365738,-0.008757,,
0.9076333,-0.081954,9.861421,-0.136989,9.862713,90.795837,90.476151,0.013107,,
0.9100865,-0.065204,9.839885,-0.129811,9.840957,90.755806,90.379669,-0.008649,,
0.9125402,-0.06999,9.820743,-0.105882,9.821563,90.617699,90.408325,-0.028043,,
0.914993,-0.096311,9.823135,-0.101097,9.824128,90.589622,90.561737,-0.025478,,
0.9174457,-0.067597,9.859028,-0.14656,9.860349,90.851654,90.392838,0.010743,,
0.9198985,-0.091525,9.830314,-0.156132,9.83198,90.909897,90.53344,-0.017626,,
0.9223518,-0.05324,9.835099,-0.132203,9.836132,90.770111,90.310158,-0.013474,,
0.9248047,-0.072383,9.847063,-0.089133,9.847733,90.518593,90.421158,-0.001873,,
0.9272572,-0.06999,9.873384,-0.127418,9.874454,90.739349,90.406151,0.024848,,
0.9297098,-0.048455,9.849456,-0.113061,9.850224,90.657654,90.281868,0.000618,,
0.9321622,-0.077169,9.839885,-0.175274,9.841748,91.020447,90.449326,-0.007858,,
0.9346152,-0.089133,9.856635,-0.113061,9.857686,90.657158,90.518105,0.00808,,
0.9370681,-0.079561,9.847063,-0.005384,9.847386,90.031326,90.462921,-0.00222,,
0.939521,-0.067597,9.863813,-0.038883,9.864121,90.225853,90.392647,0.014515,,
0.9419737,-0.065204,9.875777,-0.055633,9.876149,90.322754,90.378288,0.026543,,
0.9444266,-0.079561,9.859028,-0.113061,9.859997,90.657005,90.462364,0.010391,,
0.9468793,-0.091525,9.863813,-0.113061,9.864885,90.656677,90.531624,0.015279,,
0.949332,-0.074776,9.849456,-0.077169,9.850042,90.448875,90.434975,0.000436,,
0.9517847,-0.127418,9.854242,-0.08674,9.855448,90.50428,90.740807,0.005842,,
0.9542379,-0.101097,9.84467,-0.125025,9.845984,90.727562,90.588364,-0.003622,,
0.9566909,-0.081954,9.868599,-0.113061,9.869587,90.656364,90.475807,0.019981,,
0.9591432,-0.108275,9.863813,-0.115454,9.865084,90.670563,90.628914,0.015478,,
0.961596,-0.06999,9.866206,-0.113061,9.867102,90.656532,90.406448,0.017496,,
0.9640485,-0.058026,9.84467,-0.129811,9.845697,90.75544,90.337708,-0.003909,,
0.9665013,-0.079561,9.832706,-0.067597,9.833261,90.393875,90.4636,-0.016345,,
0.968954,-0.050847,9.851849,-0.105882,9.852549,90.615753,90.295715,0.002943,,
0.9714068,-0.093918,9.875777,-0.110668,9.876843,90.641998,90.544861,0.027237,,
0.97386,-0.074776,9.849456,-0.096311,9.85021,90.560219,90.434975,0.000604,,
0.9763128,-0.060419,9.839885,-0.117847,9.840775,90.68615,90.351799,-0.008831,,
0.9787657,-0.098704,9.830314,-0.120239,9.831545,90.700745,90.575272,-0.018061,,
0.9812186,-0.098704,9.875777,-0.134596,9.877188,90.780792,90.572624,0.027582,,
0.9836717,-0.072383,9.842278,-0.16331,9.843899,90.950577,90.421364,-0.005707,,
0.9861248,-0.079561,9.830314,-0.199202,9.832654,91.160851,90.463715,-0.016952,,
0.9885778,-0.072383,9.873384,-0.175274,9.875205,91.016991,90.420036,0.025599,,
0.9910311,-0.084347,9.854242,-0.151346,9.855765,90.879875,90.49041,0.006159,,
0.9934839,-0.079561,9.866206,-0.175274,9.868084,91.017723,90.462029,0.018478,,
0.9959366,-0.081954,9.859028,-0.16331,9.860721,90.948959,90.476265,0.011115,,
0.9983886,-0.084347,9.832706,-0.206381,9.835234,91.202377,90.491486,-0.014372,,
1.0008413,-0.055633,9.887741,-0.192024,9.889762,91.112549,90.322372,0.040156,,
1.0032943,-0.062812,9.866206,-0.153739,9.867604,90.892715,90.364761,0.017998,,
1.0057474,-0.072383,9.875777,-0.153739,9.877239,90.891846,90.41993,0.027633,,
1.0081998,-0.067597,9.87817,-0.153739,9.879598,90.891632,90.392075,0.029992,,
1.0106525,-0.079561,9.859028,-0.151346,9.860511,90.879448,90.462364,0.010905,,
1.0131059,-0.072383,9.882956,-0.151346,9.884379,90.877327,90.419624,0.034773,,
1.0155586,-0.10349,9.873384,-0.151346,9.875087,90.878151,90.600533,0.025481,,
1.0180116,-0.062812,9.859028,-0.108275,9.859822,90.629204,90.365028,0.010216,,
1.0204648,-0.062812,9.861421,-0.125025,9.862413,90.726357,90.364937,0.012807,,
1.0229179,-0.060419,9.875777,-0.091525,9.876386,90.530975,90.350525,0.02678,,
1.0253708,-0.065204,9.866206,-0.125025,9.867214,90.725998,90.378654,0.017608,,
1.0278238,-0.091525,9.839885,-0.122632,9.841075,90.713997,90.532921,-0.008531,,
1.030277,-0.098704,9.859028,-0.136989,9.860474,90.796021,90.573601,0.010868,,
1.0327296,-0.079561,9.873384,-0.129811,9.874558,90.753227,90.461685,0.024952,,
1.0351828,-0.101097,9.856635,-0.096311,9.857624,90.559799,90.587646,0.008018,,
1.0376359,-0.038883,9.866206,-0.058026,9.866453,90.336967,90.225807,0.016847,,
1.0400885,-0.096311,9.882956,-0.050847,9.883556,90.294769,90.558342,0.03395,,
1.0425411,-0.081954,9.856635,-0.06999,9.857224,90.406822,90.476379,0.007618,,
1.0449944,-0.065204,9.839885,-0.065204,9.840317,90.379662,90.379669,-0.009289,,
1.0474477,-0.079561,9.873384,-0.062812,9.873905,90.364479,90.461685,0.024299,,
1.0499007,-0.074776,9.859028,-0.067597,9.859543,90.392822,90.434547,0.009937,,
1.0523537,-0.117847,9.849456,-0.08674,9.850542,90.504532,90.685501,0.000936,,
1.0548067,-0.084347,9.868599,-0.084347,9.86932,90.489677,90.489693,0.019714,,
1.057259,-0.046062,9.866206,-0.077169,9.866615,90.448128,90.267494,0.017009,,
1.0597117,-0.084347,9.875777,-0.110668,9.876758,90.642006,90.489342,0.027152,,
1.0621645,-0.067597,9.894919,-0.101097,9.895667,90.585358,90.391411,0.046061,,
1.0646175,-0.072383,9.842278,-0.110668,9.843166,90.644196,90.421364,-0.00644,,
1.0670704,-0.058026,9.856635,-0.089133,9.857208,90.518097,90.337296,0.007602,,
1.0695231,-0.060419,9.842278,-0.129811,9.843319,90.755623,90.351715,-0.006287,,
1.0719755,-0.067597,9.854242,-0.108275,9.855069,90.629509,90.393028,0.005463,,
1.0744282,-0.105882,9.835099,-0.096311,9.836141,90.561028,90.616806,-0.013465,,
1.0768812,-0.084347,9.856635,-0.093918,9.857444,90.545906,90.490288,0.007838,,
1.0793341,-0.034098,9.866206,-0.141775,9.867284,90.823265,90.198013,0.017678,,
1.0817871,-0.074776,9.868599,-0.127418,9.869705,90.739708,90.434128,0.020099,,
1.0842398,-0.084347,9.830314,-0.139382,9.831664,90.812302,90.4916,-0.017942,,
1.0866928,-0.072383,9.856635,-0.148953,9.858027,90.865761,90.420746,0.008421,,
1.0891457,-0.065204,9.849456,-0.177667,9.851274,91.033379,90.379295,0.001668,,
1.0915989,-0.074776,9.842278,-0.141775,9.843583,90.825249,90.435287,-0.006023,,
1.094051,-0.065204,9.866206,-0.120239,9.867154,90.698212,90.378654,0.017548,,
1.0965039,-0.058026,9.827921,-0.168096,9.82953,90.979866,90.33828,-0.020076,,
1.0989563,-0.110668,9.851849,-0.172881,9.853987,91.005264,90.643593,0.004381,,
1.1014091,-0.115454,9.832706,-0.144168,9.834441,90.839958,90.672722,-0.015165,,
1.1038623,-0.065204,9.868599,-0.14656,9.869903,90.85083,90.378563,0.020297,,
1.1063154,-0.072383,9.854242,-0.158524,9.855783,90.921608,90.420853,0.006177,,
1.1087681,-0.067597,9.84467,-0.172881,9.84642,91.006042,90.39341,-0.003186,,
1.1112195,-0.079561,9.861421,-0.144168,9.862796,90.83754,90.46225,0.01319,,
1.1136718,-0.072383,9.859028,-0.19681,9.861258,91.143578,90.420647,0.011652,,
1.1161245,-0.062812,9.830314,-0.172881,9.832034,91.007515,90.366089,-0.017572,,
1.1185775,-0.074776,9.832706,-0.156132,9.83423,90.909683,90.435715,-0.015376,,
1.12103,-0.074776,9.839885,-0.132203,9.841057,90.76973,90.435394,-0.008549,,
1.1234828,-0.050847,9.84467,-0.127418,9.845626,90.741516,90.295929,-0.00398,,
1.1259354,-0.08674,9.813564,-0.129811,9.814806,90.757813,90.506409,-0.0348,,
1.1283882,-0.089133,9.820743,-0.072383,9.821414,90.422272,90.519997,-0.028192,,
1.1308408,-0.079561,9.825528,-0.060419,9.826035,90.352303,90.463936,-0.023571,,
1.1332936,-0.077169,9.875777,-0.081954,9.876419,90.475441,90.447693,0.026813,,
1.1357464,-0.08674,9.854242,-0.105882,9.855193,90.615585,90.504318,0.005587,,
1.1381998,-0.06999,9.842278,-0.132203,9.843414,90.769539,90.407433,-0.006192,,
1.1406528,-0.034098,9.835099,-0.074776,9.835443,90.435608,90.198639,-0.014163,,
1.1431053,-0.084347,9.835099,-0.113061,9.836111,90.6586,90.491364,-0.013495,,
1.1455585,-0.098704,9.842278,-0.089133,9.843176,90.518837,90.574577,-0.00643,,
1.1480113,-0.081954,9.856635,-0.101097,9.857494,90.587624,90.476379,0.007888,,
1.1504647,-0.067597,9.815957,-0.089133,9.816594,90.520241,90.394562,-0.033012,,
1.1529177,-0.060419,9.847063,-0.06999,9.847497,90.407227,90.351547,-0.002109,,
1.1553704,-0.081954,9.859028,-0.077169,9.859671,90.448441,90.476265,0.010065,,
1.1578233,-0.041276,9.839885,-0.065204,9.840187,90.379662,90.240341,-0.009419,,
1.1602764,-0.043669,9.842278,-0.067597,9.842607,90.393501,90.254211,-0.006999,,
1.1627297,-0.098704,9.837492,-0.079561,9.838308,90.463348,90.574852,-0.011298,,
1.1651831,-0.074776,9.84467,-0.08674,9.845336,90.504799,90.435188,-0.00427,,
1.167636,-0.048455,9.830314,-0.129811,9.83129,90.756546,90.282417,-0.018316,,
1.1700895,-0.062812,9.851849,-0.132203,9.852936,90.768799,90.365288,0.00333,,
1.1725425,-0.072383,9.84467,-0.16331,9.846291,90.950348,90.421257,-0.003315,,
1.1749953,-0.08674,9.842278,-0.144168,9.843716,90.839165,90.504936,-0.00589,,
1.1774484,-0.050847,9.84467,-0.120239,9.845536,90.699745,90.295929,-0.00407,,
1.1799018,-0.089133,9.827921,-0.125025,9.82912,90.728813,90.519623,-0.020486,,
1.1823549,-0.081954,9.849456,-0.093918,9.850245,90.546303,90.47673,0.000639,,
1.1848083,-0.081954,9.81835,-0.115454,9.81937,90.673683,90.478241,-0.030236,,
1.1872615,-0.079561,9.823135,-0.122632,9.824223,90.715218,90.46405,-0.025383,,
1.1897147,-0.093918,9.811171,-0.122632,9.812387,90.71608,90.548454,-0.037219,,
1.192168,-0.110668,9.803992,-0.120239,9.805354,90.702614,90.646729,-0.044252,,
1.194621,-0.093918,9.815957,-0.136989,9.817362,90.799515,90.548187,-0.032244,,
1.1970744,-0.093918,9.820743,-0.151346,9.822357,90.882866,90.54792,-0.027249,,
1.1995274,-0.055633,9.820743,-0.170489,9.82238,90.994545,90.32457,-0.027226,,
1.2019806,-0.08674,9.837492,-0.136989,9.838828,90.797775,90.50518,-0.010778,,
1.2044333,-0.067597,9.835099,-0.14656,9.836424,90.853722,90.393791,-0.013182,,
1.2068863,-0.036491,9.815957,-0.158524,9.817305,90.925224,90.212997,-0.032301,,
1.2093395,-0.08674,9.856635,-0.165703,9.858409,90.963089,90.504196,0.008803,,
1.2117921,-0.067597,9.820743,-0.120239,9.821712,90.701447,90.394363,-0.027894,,
1.2142451,-0.077169,9.842278,-0.122632,9.843345,90.713829,90.449219,-0.006261,,
1.2166979,-0.074776,9.84467,-0.10349,9.845498,90.602264,90.435188,-0.004108,,
1.2191515,-0.05324,9.835099,-0.115454,9.835921,90.672554,90.310158,-0.013685,,
1.2216052,-0.065204,9.84467,-0.134596,9.845806,90.783279,90.379486,-0.0038,,
1.224058,-0.079561,9.827921,-0.156132,9.829483,90.910126,90.463821,-0.020123,,
1.2265114,-0.105882,9.842278,-0.122632,9.843611,90.713814,90.616356,-0.005995,,
1.2289644,-0.041276,9.839885,-0.127418,9.840796,90.741882,90.240341,-0.00881,,
1.2314175,-0.067597,9.837492,-0.105882,9.838294,90.616646,90.393692,-0.011312,,
1.2338704,-0.048455,9.859028,-0.136989,9.860099,90.796051,90.281593,0.010493,,
1.2363232,-0.081954,9.861421,-0.105882,9.862329,90.615143,90.476151,0.012723,,
1.2387762,-0.046062,9.849456,-0.134596,9.850483,90.782913,90.267944,0.000877,,
1.2412294,-0.108275,9.827921,-0.10349,9.829062,90.603271,90.63121,-0.020544,,
1.2436824,-0.089133,9.839885,-0.084347,9.840651,90.491104,90.51899,-0.008955,,
1.2461354,-0.065204,9.847063,-0.06999,9.847528,90.407227,90.379387,-0.002078,,
1.2485881,-0.110668,9.832706,-0.091525,9.833755,90.533272,90.644844,-0.015851,,
1.2510406,-0.096311,9.839885,-0.074776,9.84064,90.435379,90.560783,-0.008966,,
1.2534928,-0.077169,9.856635,-0.077169,9.85724,90.448547,90.448563,0.007634,,
1.2559458,-0.08674,9.847063,-0.091525,9.847871,90.532509,90.504692,-0.001735,,
1.2583984,-0.041276,9.832706,-0.113061,9.833443,90.658775,90.240517,-0.016163,,
1.2608511,-0.043669,9.854242,-0.105882,9.854908,90.615608,90.253906,0.005302,,
1.2633042,-0.084347,9.897313,-0.117847,9.898375,90.682159,90.488274,0.048769,,
1.2657572,-0.096311,9.854242,-0.105882,9.855282,90.615585,90.559967,0.005676,,
1.2682101,-0.093918,9.835099,-0.113061,9.836197,90.658592,90.547119,-0.013409,,
1.2706625,-0.081954,9.825528,-0.122632,9.826634,90.715042,90.47789,-0.022972,,
1.2731149,-0.079561,9.842278,-0.16331,9.843954,90.950577,90.46315,-0.005652,,
1.2755677,-0.065204,9.847063,-0.120239,9.848013,90.69957,90.379387,-0.001593,,
1.2780206,-0.046062,9.868599,-0.144168,9.86976,90.836952,90.267426,0.020154,,
1.2804737,-0.062812,9.866206,-0.117847,9.86711,90.684319,90.364761,0.017504,,
1.2829266,-0.060419,9.863813,-0.141775,9.865017,90.823456,90.350952,0.015411,,
1.2853793,-0.065204,9.839885,-0.168096,9.841537,90.978676,90.379669,-0.008069,,
1.2878325,-0.048455,9.835099,-0.168096,9.836656,90.979156,90.28228,-0.01295,,
1.2902858,-0.046062,9.842278,-0.165703,9.843781,90.964523,90.268143,-0.005825,,
1.2927392,-0.072383,9.842278,-0.213559,9.844861,91.242989,90.421364,-0.004745,,
1.2951924,-0.084347,9.892527,-0.151346,9.894044,90.876472,90.48851,0.044438,,
1.2976454,-0.065204,9.832706,-0.158524,9.8342,90.92363,90.379944,-0.015406,,
1.3000982,-0.084347,9.851849,-0.120239,9.852943,90.699219,90.490532,0.003337,,
1.3025513,-0.084347,9.851849,-0.144168,9.853265,90.838348,90.490532,0.003659,,
1.3050044,-0.129811,9.825528,-0.160917,9.827703,90.938194,90.75692,-0.021903,,
1.3074577,-0.019741,9.830314,-0.144168,9.83139,90.840218,90.115059,-0.018216,,
1.3099114,-0.081954,9.851849,-0.122632,9.852953,90.713135,90.476616,0.003347,,
1.3123648,-0.079561,9.830314,-0.139382,9.831624,90.812302,90.463715,-0.017982,,
1.314818,-0.072383,9.861421,-0.127418,9.86251,90.74025,90.420547,0.012904,,
1.3172711,-0.06999,9.849456,-0.108275,9.8503,90.629814,90.407135,0.000694,,
1.3197243,-0.08674,9.868599,-0.113061,9.869627,90.656364,90.503586,0.020021,,
1.3221778,-0.091525,9.837492,-0.115454,9.838595,90.672371,90.533051,-0.011011,,
1.3246312,-0.096311,9.856635,-0.089133,9.857509,90.518082,90.55983,0.007903,,
1.3270844,-0.093918,9.849456,-0.120239,9.850637,90.699387,90.546318,0.001031,,
1.329537,-0.081954,9.832706,-0.122632,9.833813,90.714523,90.477539,-0.015793,,
1.3319901,-0.050847,9.823135,-0.10349,9.823812,90.6036,90.296577,-0.025794,,
1.3344433,-0.050847,9.866206,-0.141775,9.867356,90.823257,90.29528,0.01775,,
1.3368964,-0.05324,9.863813,-0.141775,9.864976,90.823456,90.30925,0.01537,,
1.3393494,-0.048455,9.847063,-0.101097,9.847702,90.588211,90.281937,-0.001904,,
1.3418022,-0.038883,9.868599,-0.139382,9.869659,90.809174,90.225754,0.020053,,
1.3442553,-0.077169,9.851849,-0.122632,9.852914,90.713135,90.448784,0.003308,,
1.3467082,-0.055633,9.842278,-0.072383,9.842701,90.421356,90.32386,-0.006905,,
1.3491615,-0.055633,9.882956,-0.043669,9.883209,90.253166,90.322525,0.033603,,
1.3516148,-0.081954,9.875777,-0.05324,9.876261,90.308868,90.475456,0.026655,,
1.3540679,-0.067597,9.882956,-0.10349,9.883729,90.599937,90.391884,0.034123,,
1.356521,-0.096311,9.866206,-0.101097,9.867194,90.587051,90.559288,0.017588,,
1.3589742,-0.089133,9.861421,-0.122632,9.862586,90.71244,90.517853,0.01298,,
1.3614269,-0.077169,9.880563,-0.170489,9.882335,90.98851,90.447479,0.032729,,
1.3638803,-0.055633,9.885348,-0.156132,9.886738,90.904854,90.322449,0.037132,,
1.366333,-0.08674,9.899706,-0.16331,9.901433,90.945053,90.502007,0.051827,,
1.3687861,-0.046062,9.873384,-0.16331,9.874843,90.947601,90.267296,0.025237,,
1.3712392,-0.122632,9.847063,-0.153739,9.849027,90.894394,90.713509,-0.000579,,
1.3736922,-0.089133,9.887741,-0.14656,9.889229,90.849167,90.516479,0.039623,,
1.3761452,-0.134596,9.854242,-0.136989,9.856114,90.796371,90.782539,0.006508,,
1.3785981,-0.089133,9.868599,-0.125025,9.869793,90.725807,90.517479,0.020187,,
1.3810507,-0.046062,9.815957,-0.115454,9.816744,90.673866,90.26886,-0.032862,,
